 
Audi A3 35 Tdi Premium + Sunroof (make Year 2015) (diesel),Bengaluru,Audi,A3,2015,Diesel,7835,2850000
Audi a4 car,Bengaluru,Audi,A4,2011,Diesel,24911,1750000
Audi Q7 (make Year 2013) (diesel),Bengaluru,Audi,Q7,2013,Diesel,40000,5800000
Audi Q3 (make Year 2014) (diesel),Bengaluru,Audi,Q3,2014,Diesel,39000,2800000
Audi A4 2.0 Tdi (143bhp) (make Year 2013) (diesel),Bengaluru,Audi,A4,2013,Diesel,51154,2400000
Audi Q3 35 Tdi Premium Plus + Sunroof (make Year 2014) (dies,Bengaluru,Audi,Q3,2014,Diesel,73000,2750000
Audi A4 2.0 Tdi (143bhp) (make Year 2010) (diesel),Bengaluru,Audi,A4,2010,Diesel,68000,1845000
Audi Q3 2.0 Tdi Base Grade (make Year 2014) (diesel),Bengaluru,Audi,Q3,2014,Diesel,38000,2600000
Audi A4 2.0 Tdi (177bhp) Premium Sport (make Year 2012) (die,Bengaluru,Audi,A4,2012,Diesel,49000,2100000
Audi A4 2.0 Tdi (177bhp) Premium Plus (make Year 2012) (dies,Bengaluru,Audi,A4,2012,Diesel,12000,2150000
Audi a4 second owner good condition,Bengaluru,Audi,A4,2012,Diesel,49000,2200000
Audi A4 TFSI for Sale,Bengaluru,Audi,A4,2010,Petrol,60000,1700000
Audi A6 3.0 Tdi Quattro Premium Plus (make Year 2011) (diese,Bengaluru,Audi,A6,2011,Diesel,45000,2200000
AUDI A4 2.0 TDI Sport/1st ownr/NEW Tyres/upto 95% max funding frm HDFC,Bengaluru,Audi,A4,2012,Diesel,49000,2160000
Audi A6 3.0 liter V6 Quattro diesel 2010 contact 99 86 07 86 00,Bengaluru,Audi,A6,2010,Diesel,38000,2250000
"Audi A4, White, petrol",Bengaluru,Audi,A4,2012,Petrol,67000,2100000
Audi A4 diesel 7500 Kms 2015 year,Bengaluru,Audi,A4,2015,Diesel,7500,4000000
Audi Q5 For Sale,Bengaluru,Audi,Q5,2012,Diesel,46000,3200000
"Audi A4 – Premium, its 11 months old Car for Sale in Bangalore.",Bengaluru,Audi,A4,2015,Diesel,17000,3600000
Audi Q7 35 Tdi Premium + Sunroof (make Year 2011) (diesel),Bengaluru,Audi,Q7,2011,Diesel,53126,4500000
Audi A4 2.0 Tdi (177bhp) Premium Plus (make Year 2010) (dies,Bengaluru,Audi,A4,2010,Diesel,65000,1900000
bought in 2012 Audi A6 3 0 TDI v6 Diesel Sedan 22k km done Rs37.5,Bengaluru,Audi,A6,2012,Diesel,22000,3750000
2011 MAY Audi A4 2.0TDI New shape Diesel Automatic,Bengaluru,Audi,A4,2011,Diesel,50000,1865000
2015Audi A3 with sunroof 962kms diesel insurance 9/2017,Chennai,Audi,A3,2015,Diesel,962,2800000
Audi A4 1.8 Tfsi Multitronic Premium (make Year 2012) (petro,Chennai,Audi,A4,2012,Petrol,19000,2100000
Audi Q3 2014,Chennai,Audi,Q3,2014,Diesel,59000,2650000
Audi A6 2.7 Tdi (make Year 2010) (diesel),Chennai,Audi,A6,2010,Diesel,100000,2400000
Audi Q3 35 Tdi Premium + Sunroof (make Year 2015) (diesel),Chennai,Audi,Q3,2015,Diesel,21000,2600000
Audi A6 2.0 Tdi Premium (make Year 2011) (diesel),Chennai,Audi,A6,2011,Diesel,27000,3000000
Audi Q3 2.0 Tdi Quattro Premium Plus (make Year 2013) (diese,Chennai,Audi,Q3,2013,Diesel,55000,2600000
Audi A4 2.0 Tdi (177bhp) Premium Plus (make Year 2012) (dies,Chennai,Audi,A4,2012,Diesel,48000,2250000
Audi A4 2.0 Tdi (177bhp) Premium Plus (make Year 2012) (dies,Chennai,Audi,A4,2012,Diesel,55000,2050000
Audi Q5 2.0 Tdi Quattro (make Year 2014) (diesel),Chennai,Audi,Q5,2014,Diesel,60000,3300000
A4 good condition car for sale,Chennai,Audi,A4,2010,Diesel,100000,1425000
Audi A6 Premium 2015 Shape White Color,Chennai,Audi,A6,2014,Diesel,15000,4000000
Audi A4 (make Year 2014) (diesel),Chennai,Audi,A4,2014,Diesel,26000,3000000
Audi Q5 45 Tdi Technology S Line (make Year 2014) (diesel),Chennai,Audi,Q5,2014,Diesel,25000,4800000
Audi A4 1.8 Tfsi Multitronic Premium Plus (make Year 2013) (,Chennai,Audi,A4,2013,Diesel,50000,2500000
Audi Q7 4.2 Tdi Quattro (make Year 2010) (diesel),Chennai,Audi,Q7,2010,Diesel,100000,2500000
Audi A4 2.0 Tdi (143bhp) (make Year 2011) (diesel),Chennai,Audi,A4,2011,Diesel,28000,2100000
Audi Q5 2.0 Tdi Quattro (make Year 2014) (diesel),Chennai,Audi,Q5,2014,Diesel,65000,3000000
Audi A4 A4 2.0 Tdi (177bhp) Premium (make Year 2014) (diesel,Chennai,Audi,A4,2014,Diesel,23000,2800000
Audi Q7 Q7 45 Tdi Technology Pack + Sunroof (make Year 2010),Chennai,Audi,Q7,2010,Diesel,100000,2700000
2012 Audi A6 diesel 70000 Kms,Chennai,Audi,A6,2012,Diesel,70000,2700000
Audi A4 2.0 Tdi (143bhp) (make Year 2010) (diesel),Chennai,Audi,A4,2010,Diesel,51000,1725000
Q3 2014/15Reg Premium plus,Chennai,Audi,Q3,2015,Diesel,34000,3200000
Audi Q3 2.0 Tdi Quattro Premium Plus (make Year 2015) (diese,Chennai,Audi,Q3,2015,Diesel,20000,2500000
2011 Audi Q7 diesel 73326 Kms,Chennai,Audi,Q7,2011,Diesel,73326,4450000
