 
Maruti Suzuki Eeco 5 Str (make Year 2011) (petrol),Bengaluru,Maruti Suzuki,Eeco,2016,Petrol,33700,280000
Maruti Suzuki Celerio Vxi At (make Year 2015) (petrol),Bengaluru,Maruti Suzuki,Celerio,2015,Petrol,11341,515000
Maruti Suzuki Swift Vdi (make Year 2011) (diesel),Bengaluru,Maruti Suzuki,Swift,2011,Diesel,62547,510000
Maruti Suzuki Ciaz Vdi + (make Year 2014) (diesel),Bengaluru,Maruti Suzuki,Ciaz,2016,Diesel,34300,840000
Maruti Suzuki Swift Dzire Vdi Bs-iv (make Year 2015) (diesel,Bengaluru,Maruti Suzuki,Swift Dzire,2015,Diesel,7800,720000
Maruti Suzuki Swift Vdi (make Year 2013) (diesel),Bengaluru,Maruti Suzuki,Swift,2013,Diesel,55000,588000
Maruti Suzuki Swift Vdi (make Year 2014) (diesel),Bengaluru,Maruti Suzuki,Swift,2014,Diesel,49000,646000
"Azure Blue Swift Dzire Vxi , 5 seater Petrol Car",Bengaluru,Maruti Suzuki,Swift Dzire,2010,Petrol,24500,440000
Maruti Suzuki Swift Dzire Vdi Bs-iv (make Year 2014) (diesel,Bengaluru,Maruti Suzuki,Swift Dzire,2014,Diesel,53000,655000
Maruti Suzuki Swift Vdi (make Year 2014) (diesel),Bengaluru,Maruti Suzuki,Swift,2014,Diesel,56000,625000
Maruti Suzuki Swift Vdi (make Year 2013) (diesel),Bengaluru,Maruti Suzuki,Swift,2013,Diesel,53000,591000
Maruti Suzuki Swift Dzire Vdi (make Year 2014) (diesel),Bengaluru,Maruti Suzuki,Swift Dzire,2014,Diesel,63000,630000
Maruti Suzuki Omni (make Year 2012) (petrol),Bengaluru,Maruti Suzuki,Omni,2012,Petrol,60000,243500
Maruti Suzuki Omni E 8 Str Bs-iv (make Year 2014) (petrol),Bengaluru,Maruti Suzuki,Omni,2014,Petrol,63000,260000
Maruti Suzuki Swift Vdi (make Year 2013) (diesel),Bengaluru,Maruti Suzuki,Swift,2013,Diesel,54200,525000
Maruti Suzuki Swift Vdi (make Year 2013) (diesel),Bengaluru,Maruti Suzuki,Swift,2013,Diesel,53000,540000
Maruti Suzuki Wagon R 1.0 Vxi (make Year 2014) (petrol),Bengaluru,Maruti Suzuki,Wagon R 1.0,2014,Petrol,2800,440000
Maruti Suzuki Baleno petrol 1 Kms 2016 year,Bengaluru,Maruti Suzuki,Baleno,2016,Petrol,1,544000
Maruti Suzuki Swift Dzire Vdi Bs-iv (make Year 2011) (diesel,Bengaluru,Maruti Suzuki,Swift Dzire,2011,Diesel,78520,480000
Maruti Suzuki Swift Dzire diesel 90000 Kms 2014 year,Bengaluru,Maruti Suzuki,Swift Dzire,2014,Diesel,90000,499000
Maruti Suzuki Swift Ldi (make Year 2011) (diesel),Bengaluru,Maruti Suzuki,Swift,2011,Diesel,76600,400000
Maruti Suzuki Swift Vdi Bs-iv (make Year 2013) (diesel),Bengaluru,Maruti Suzuki,Swift,2013,Diesel,62465,570000
Maruti Suzuki Swift Vdi (make Year 2011) (petrol),Bengaluru,Maruti Suzuki,Swift,2011,Petrol,88000,388000
Maruti Suzuki Eeco 7 Str (make Year 2010) (petrol),Bengaluru,Maruti Suzuki,Eeco,2010,Petrol,33000,260000
Maruti Suzuki Swift Dzire Zdi Bs-iv (make Year 2013) (diesel,Bengaluru,Maruti Suzuki,Swift Dzire,2013,Diesel,86500,625000
Maruti Suzuki Swift Dzire Vdi (make Year 2015) (diesel),Bengaluru,Maruti Suzuki,Swift Dzire,2015,Diesel,33000,750000
Maruti Suzuki Swift Zdi (make Year 2014) (diesel),Bengaluru,Maruti Suzuki,Swift,2014,Diesel,45000,665000
Maruti Suzuki Swift Vdi Abs (make Year 2015) (diesel),Bengaluru,Maruti Suzuki,Swift,2015,Diesel,20628,700000
Maruti Suzuki Ciaz Zdi (make Year 2014) (diesel),Bengaluru,Maruti Suzuki,Ciaz,2014,Diesel,62000,870000
Maruti Suzuki Swift Zdi (make Year 2013) (diesel),Bengaluru,Maruti Suzuki,Swift,2013,Diesel,48000,625000
Maruti Suzuki Swift Vdi (make Year 2012) (diesel),Bengaluru,Maruti Suzuki,Swift,2012,Diesel,41000,575000
Maruti Suzuki Celerio Zxi (make Year 2014) (petrol),Bengaluru,Maruti Suzuki,Celerio,2014,Petrol,23000,500000
Maruti Suzuki Swift diesel 50000 Kms 2010 year,Bengaluru,Maruti Suzuki,Swift,2010,Diesel,50000,450000
Maruti Suzuki Ertiga Zdi (make Year 2012) (diesel),Bengaluru,Maruti Suzuki,Ertiga,2012,Diesel,40000,775000
Maruti Suzuki Swift Vdi (make Year 2013) (diesel),Bengaluru,Maruti Suzuki,Swift,2013,Diesel,45000,595000
2010 Maruti Suzuki Swift petrol 76012 Kms,Bengaluru,Maruti Suzuki,Swift,2010,Petrol,76012,380000
Maruti Suzuki Swift Vxi (make Year 2012) (petrol),Bengaluru,Maruti Suzuki,Swift,2012,Petrol,50700,525000
Maruti Suzuki Swift Dzire Vdi (make Year 2011) (diesel),Bengaluru,Maruti Suzuki,Swift Dzire,2011,Diesel,72000,445000
Maruti Suzuki Eeco (make Year 2010) (petrol),Bengaluru,Maruti Suzuki,Eeco,2010,Petrol,75000,215000
Maruti Suzuki Ertiga diesel 52000 Kms 2012 year,Bengaluru,Maruti Suzuki,Ertiga,2012,Diesel,52000,800000
Maruti Suzuki Swift Zxi (make Year 2014) (petrol),Bengaluru,Maruti Suzuki,Swift,2014,Petrol,20150,595000
Maruti Suzuki Alto 800 Vxi (make Year 2015) (petrol),Bengaluru,Maruti Suzuki,Alto 800,2015,Petrol,3100,335000
Maruti Suzuki Omni 5 Str Bs-iv (make Year 2010) (petrol),Bengaluru,Maruti Suzuki,Omni,2010,Petrol,56000,159000
Maruti Suzuki Swift Vdi (make Year 2011) (diesel),Bengaluru,Maruti Suzuki,Swift,2011,Diesel,80600,470000
Maruti Suzuki Celerio Vxi (make Year 2014) (petrol),Bengaluru,Maruti Suzuki,Celerio,2014,Petrol,14000,485000
Maruti Suzuki Swift Vdi Bs-iv (make Year 2012) (diesel),Bengaluru,Maruti Suzuki,Swift,2012,Diesel,49275,570000
Maruti Suzuki Celerio Vxi At (make Year 2016) (petrol),Bengaluru,Maruti Suzuki,Celerio,2016,Petrol,14733,485000
Maruti Suzuki Wagon R 1.0 Vxi (make Year 2014) (petrol),Bengaluru,Maruti Suzuki,Wagon R 1.0,2014,Petrol,17800,420000
"2011 WagonR LXI 1.0 New Model- K10 Engine- Single Owner, 41600 KM done",Bengaluru,Maruti Suzuki,Wagon R 1.0,2011,Petrol,41600,310000
2014 Maruti Suzuki Eeco petrol 52000 Kms,Bengaluru,Maruti Suzuki,Eeco,2014,Petrol,52000,350000
Maruti Ertiga VDI 2012 for sale,Bengaluru,Maruti Suzuki,Ertiga,2012,Diesel,57000,700000
2013 Maruti Suzuki Swift diesel 75000 Kms,Bengaluru,Maruti Suzuki,Swift,2013,Diesel,75000,535000
Maruti Suzuki Swift Dzire diesel 13000 Kms 2016 year,Bengaluru,Maruti Suzuki,Swift Dzire,2016,Diesel,13000,235000
Car swift disierh,Bengaluru,Maruti Suzuki,Baleno,2016,Diesel,13000,235000
Maruti Suzuki Ertiga Zxi (make Year 2013) (petrol),Bengaluru,Maruti Suzuki,Ertiga,2013,Petrol,20000,750000
