Manufacturer,Model,Price,Year,KMS
Chevrolet,Cruze,1800000,2015,3600
Chevrolet,Spark,205000,2011,52000
Chevrolet,Enjoy,470000,2014,100000
Chevrolet,Cruze,1150000,2014,33000
Chevrolet,Beat,390000,2014,14000
Chevrolet,Beat,400000,2014,38000
Chevrolet,Cruze,750000,2011,65000
Chevrolet,Cruze,1700000,2015,12500
Chevrolet,Spark,275000,2013,28000
Chevrolet,Beat,375000,2015,53000
Chevrolet,Sail,450000,2013,14000
Chevrolet,Sail,550000,2014,9500
Chevrolet,Tavera,640000,2013,46000
Chevrolet,Tavera,485000,2012,210000
Chevrolet,Tavera,825000,2015,32000
Chevrolet,Spark,280000,2013,20200
Chevrolet,Sail,550000,2014,9000
Chevrolet,Tavera,630000,2013,150000
Chevrolet,Spark,200000,2011,50000
Chevrolet,Enjoy,499000,2015,12000
Chevrolet,Beat,340000,2013,65000
Chevrolet,Tavera,385000,2010,400000
Chevrolet,Sail,750000,2015,16400
Chevrolet,Enjoy,500000,2014,14000
Chevrolet,Beat,275000,2011,32000
Chevrolet,Beat,280000,2012,44000
Chevrolet,Cruze,890000,2013,80000
Chevrolet,Tavera,710000,2014,85000
Chevrolet,Tavera,750000,2014,87000
Chevrolet,Tavera,800000,2014,62000
Chevrolet,Spark,210000,2012,24000
Chevrolet,Cruze,1600000,2015,6000
Chevrolet,Spark,195000,2011,32000
Chevrolet,Beat,325000,2013,52000
Chevrolet,Tavera,710000,2014,82000
Chevrolet,Beat,325000,2013,68000
Chevrolet,Tavera,440000,2016,175000
Chevrolet,Tavera,440000,2011,175000
Chevrolet,Cruze,1200000,2014,50000
Chevrolet,Spark,195000,2011,51000
Chevrolet,Spark,160000,2010,89000
Chevrolet,Beat,275000,2011,62000
Chevrolet,Tavera,725000,2014,95000
Chevrolet,Tavera,410000,2010,180000
Chevrolet,Beat,310000,2013,17000
Chevrolet,Spark,195000,2011,41000
Chevrolet,Tavera,430000,2011,190000
Chevrolet,Cruze,680000,2011,61000
Chevrolet,Tavera,545000,2012,108000
Chevrolet,Sail,450000,2013,75000
Chevrolet,Beat,250000,2011,61000
Chevrolet,Beat,400000,2014,25000
Chevrolet,Beat,270000,2012,64000
Chevrolet,Spark,195000,2011,40000
Chevrolet,Spark,180000,2010,52000
Chevrolet,Beat,220000,2010,53000
Chevrolet,Cruze,880000,2012,90192
Chevrolet,Tavera,775000,2014,65000
Chevrolet,Tavera,750000,2013,75000
Chevrolet,Tavera,500000,2010,180000
Chevrolet,Cruze,897000,2014,33000
Chevrolet,Tavera,265000,2016,150000
Chevrolet,Sail,450000,2013,75000
Chevrolet,Tavera,575000,2012,91000
Chevrolet,Tavera,450000,2010,92000
Chevrolet,Sail,361000,2014,39500
Chevrolet,Beat,400000,2014,28000
Chevrolet,Cruze,975000,2013,56000
Chevrolet,Tavera,470000,2010,120000
Chevrolet,Spark,210000,2012,32000
Chevrolet,Beat,275000,2011,62300
Chevrolet,Enjoy,700000,2015,32508
Chevrolet,Beat,450000,2015,13000
Chevrolet,Tavera,975000,2016,7900
Chevrolet,Beat,372000,2014,10000
Chevrolet,Tavera,270000,2016,130000
Chevrolet,Beat,275000,2012,95500
Chevrolet,Cruze,750000,2011,87000
Chevrolet,Spark,190000,2010,62000
Chevrolet,Spark,195000,2011,37000
Chevrolet,Beat,269999,2012,76000
Chevrolet,Tavera,475000,2010,170000
Chevrolet,Cruze,865000,2012,85000
Chevrolet,Beat,265000,2011,55000
Chevrolet,Beat,325000,2013,40000
Chevrolet,Cruze,875000,2012,61000
Chevrolet,Beat,250000,2011,61000
Chevrolet,Tavera,750000,2014,86000
Chevrolet,Spark,185000,2011,50000
Chevrolet,Cruze,870000,2012,66834
Chevrolet,Tavera,450000,2010,210000
Chevrolet,Beat,285000,2012,128000
Chevrolet,Beat,270000,2012,28200
Chevrolet,Spark,185000,2011,42500
Chevrolet,Beat,320000,2013,40000
Chevrolet,Beat,290000,2012,50800
Chevrolet,Tavera,800000,2014,115000
Chevrolet,Spark,190000,2011,43000
Chevrolet,Tavera,500000,2012,100000
Chevrolet,Beat,410000,2015,52000
Chevrolet,Beat,270000,2011,76000
Chevrolet,Cruze,575000,2010,89000
Chevrolet,Tavera,520000,2012,60000
Chevrolet,Beat,330000,2013,54000
Chevrolet,Sail,440000,2015,6100
Chevrolet,Spark,185000,2011,70000
Chevrolet,Cruze,875000,2012,79000
Chevrolet,Beat,275000,2011,143000
Chevrolet,Sail,450000,2013,95000
Chevrolet,Beat,250000,2011,61000
Chevrolet,Beat,450000,2015,5000
Chevrolet,Spark,165000,2010,42500
Chevrolet,Cruze,1900000,2016,12000
Chevrolet,Beat,380000,2014,61000
Chevrolet,Beat,275000,2012,87000
Chevrolet,Tavera,680000,2013,138224
Chevrolet,Cruze,580000,2010,44600
Chevrolet,Tavera,540000,2010,9159
Chevrolet,Cruze,745000,2011,90000
Chevrolet,Tavera,742000,2014,90213
Chevrolet,Spark,170000,2010,62000
Chevrolet,Tavera,600000,2013,120000
Chevrolet,Sail,575000,2014,53000
Chevrolet,Spark,180000,2010,76000
Chevrolet,Spark,180000,2010,76000
Chevrolet,Beat,350000,2013,65000
Chevrolet,Beat,349000,2013,71000
Chevrolet,Sail,460000,2013,41000
Chevrolet,Cruze,1050000,2013,70000
Chevrolet,Beat,400000,2014,31000
Chevrolet,Beat,280000,2012,90000
Chevrolet,Enjoy,230000,2011,72000
Chevrolet,Enjoy,435000,2013,87000
Chevrolet,Beat,385000,2014,35000
Chevrolet,Sail,545000,2014,37000
Chevrolet,Cruze,725000,2011,124300
Chevrolet,Tavera,680000,2013,152000
Chevrolet,Spark,315000,2014,32000
Chevrolet,Spark,195000,2012,68000
Chevrolet,Spark,180000,2010,40000
Chevrolet,Cruze,675000,2011,74000
Chevrolet,Tavera,485000,2012,110000
Chevrolet,Tavera,520000,2011,140001
Chevrolet,Tavera,750000,2014,135000
Chevrolet,Beat,350000,2013,49000
Chevrolet,Tavera,450000,2011,180000
Chevrolet,Tavera,450000,2011,180000
Chevrolet,Tavera,780000,2015,76000
Chevrolet,Tavera,580000,2012,191089
Chevrolet,Tavera,430000,2011,180000
Chevrolet,Tavera,800000,2015,75000
Chevrolet,Tavera,485000,2011,120000
Chevrolet,Tavera,820000,2015,75400
Chevrolet,Tavera,490000,2012,140000
Chevrolet,Tavera,510000,2011,224078
Chevrolet,Beat,338000,2013,66000
Chevrolet,Tavera,710000,2014,110000
Chevrolet,Cruze,800000,2012,61000
Chevrolet,Enjoy,450000,2013,120000
Chevrolet,Tavera,585000,2013,174000
Chevrolet,Beat,285000,2012,59000
Chevrolet,Tavera,820000,2015,28000
Chevrolet,Sail,468000,2013,46500
Chevrolet,Beat,350000,2013,42000
Chevrolet,Cruze,535000,2010,43000
Chevrolet,Beat,265000,2011,35699
Chevrolet,Cruze,549990,2010,24990
Chevrolet,Spark,210000,2012,19778
Chevrolet,Beat,275000,2011,44000
Chevrolet,Cruze,548000,2010,35100
Chevrolet,Spark,195000,2011,18000
Chevrolet,Spark,210101,2011,18000
Chevrolet,Sail,379000,2014,5800
Chevrolet,Spark,185000,2010,28000
Chevrolet,Beat,275000,2012,34000
Chevrolet,Tavera,450000,2011,133000
Chevrolet,Spark,211000,2011,18000
Chevrolet,Beat,265000,2012,32000
Chevrolet,Enjoy,475000,2013,19000
Chevrolet,Beat,211000,2010,28000
Chevrolet,Tavera,430000,2011,52000
Chevrolet,Beat,265000,2012,28000
Chevrolet,Enjoy,550000,2014,50000
Chevrolet,Enjoy,580000,2014,27000
Chevrolet,Spark,175000,2012,19000
Chevrolet,Beat,290000,2012,61567
Chevrolet,Beat,275000,2012,19863
Chevrolet,Beat,275999,2011,30000
Chevrolet,Cruze,570000,2010,36787
Chevrolet,Spark,175000,2012,36303
Chevrolet,Beat,275000,2012,57390
Chevrolet,Enjoy,430000,2013,42000
Chevrolet,Enjoy,225000,2012,60000
Chevrolet,Beat,275000,2012,34000
Chevrolet,Beat,275000,2012,34000
Chevrolet,Cruze,560000,2010,45000
Chevrolet,Beat,280000,2012,36000
Chevrolet,Beat,275000,2012,57390
Chevrolet,Beat,275000,2012,19863
Chevrolet,Spark,200000,2011,18000
Chevrolet,Beat,290000,2012,61567
Chevrolet,Spark,175000,2012,36303
Chevrolet,Beat,210000,2010,27000
Chevrolet,Beat,210000,2010,27000
Chevrolet,Enjoy,490000,2013,27000
Chevrolet,Beat,265000,2011,40000
Chevrolet,Spark,189000,2011,56000
Chevrolet,Cruze,875000,2013,46000
Chevrolet,Tavera,1090000,2016,6000
Chevrolet,Beat,215000,2010,50000
Chevrolet,Cruze,750000,2011,43000
Chevrolet,Tavera,490000,2010,100000
Chevrolet,Enjoy,550000,2014,100000
Chevrolet,Enjoy,445000,2013,31000
