Manufacturer,Year,Model,Price
Fiat,2024,Punto Evo,203500
Fiat,2023,Punto Evo,302500
Fiat,2022,Punto Evo,375000
Fiat,2020,Punto Evo,545000
Fiat,2019,Punto Evo,535000
Fiat,2024,Linea,265166
Fiat,2023,Linea,340937
Fiat,2022,Linea,464850
Fiat,2021,Linea,480000
Fiat,2020,Linea,420000
