Manufacturer,Year,Model,Price
Mitsubishi,2018,Pajero Sport,2769721
Mitsubishi,2022,Pajero Sport,1473000
Mitsubishi,2021,Pajero Sport,1556250
Mitsubishi,2020,Pajero Sport,2262500
Mitsubishi,2019,Pajero Sport,2050000
