Manufacturer,Year,Model,Price
Nissan,2018,Terrano,1189407
Nissan,2021,Terrano,919285
Nissan,2020,Terrano,958333
Nissan,2019,Terrano,1014249
Nissan,2018,Micra,667568
Nissan,2024,Micra,233875
Nissan,2023,Micra,326805
Nissan,2022,Micra,336714
Nissan,2021,Micra,404375
Nissan,2020,Micra,427500
Nissan,2019,Micra,441666
Nissan,2018,Sunny,953552
Nissan,2023,Sunny,412857
Nissan,2022,Sunny,481581
Nissan,2021,Sunny,576000
Nissan,2020,Sunny,676500
Nissan,2019,Sunny,680000
